Category,Name,Symbol,Definition,Units/Dimension,Bucket,Typical Value / Formula,Estimation / Source,Notes
Technical Indicators,EMA period 2,α_2,EMA smoothing factor,dimensionless,E,0.666667,Definition α = 2/(2+1),Default; tunable
Technical Indicators,EMA period 225,α_225,EMA smoothing factor,dimensionless,E,0.008850,Definition α = 2/(225+1),Default; tunable
Technical Indicators,EMA period 226,α_226,EMA smoothing factor,dimensionless,E,0.008811,Definition α = 2/(226+1),Default; tunable
Technical Indicators,EMA period 227,α_227,EMA smoothing factor,dimensionless,E,0.008772,Definition α = 2/(227+1),Default; tunable
Technical Indicators,EMA period 228,α_228,EMA smoothing factor,dimensionless,E,0.008734,Definition α = 2/(228+1),Default; tunable
Technical Indicators,EMA period 229,α_229,EMA smoothing factor,dimensionless,E,0.008696,Definition α = 2/(229+1),Default; tunable
Technical Indicators,EMA period 230,α_230,EMA smoothing factor,dimensionless,E,0.008658,Definition α = 2/(230+1),Default; tunable
Technical Indicators,EMA period 231,α_231,EMA smoothing factor,dimensionless,E,0.008621,Definition α = 2/(231+1),Default; tunable
Technical Indicators,EMA period 232,α_232,EMA smoothing factor,dimensionless,E,0.008584,Definition α = 2/(232+1),Default; tunable
Technical Indicators,EMA period 233,α_233,EMA smoothing factor,dimensionless,E,0.008547,Definition α = 2/(233+1),Default; tunable
Technical Indicators,EMA period 234,α_234,EMA smoothing factor,dimensionless,E,0.008511,Definition α = 2/(234+1),Default; tunable
Technical Indicators,EMA period 235,α_235,EMA smoothing factor,dimensionless,E,0.008475,Definition α = 2/(235+1),Default; tunable
Technical Indicators,EMA period 236,α_236,EMA smoothing factor,dimensionless,E,0.008439,Definition α = 2/(236+1),Default; tunable
Technical Indicators,EMA period 237,α_237,EMA smoothing factor,dimensionless,E,0.008403,Definition α = 2/(237+1),Default; tunable
Technical Indicators,EMA period 238,α_238,EMA smoothing factor,dimensionless,E,0.008368,Definition α = 2/(238+1),Default; tunable
Technical Indicators,EMA period 239,α_239,EMA smoothing factor,dimensionless,E,0.008333,Definition α = 2/(239+1),Default; tunable
Technical Indicators,EMA period 240,α_240,EMA smoothing factor,dimensionless,E,0.008299,Definition α = 2/(240+1),Default; tunable
Technical Indicators,EMA period 241,α_241,EMA smoothing factor,dimensionless,E,0.008264,Definition α = 2/(241+1),Default; tunable
Technical Indicators,EMA period 242,α_242,EMA smoothing factor,dimensionless,E,0.008230,Definition α = 2/(242+1),Default; tunable
Technical Indicators,EMA period 243,α_243,EMA smoothing factor,dimensionless,E,0.008197,Definition α = 2/(243+1),Default; tunable
Technical Indicators,EMA period 244,α_244,EMA smoothing factor,dimensionless,E,0.008163,Definition α = 2/(244+1),Default; tunable
Technical Indicators,EMA period 245,α_245,EMA smoothing factor,dimensionless,E,0.008130,Definition α = 2/(245+1),Default; tunable
Technical Indicators,EMA period 246,α_246,EMA smoothing factor,dimensionless,E,0.008097,Definition α = 2/(246+1),Default; tunable
Technical Indicators,EMA period 247,α_247,EMA smoothing factor,dimensionless,E,0.008065,Definition α = 2/(247+1),Default; tunable
Technical Indicators,EMA period 248,α_248,EMA smoothing factor,dimensionless,E,0.008032,Definition α = 2/(248+1),Default; tunable
Technical Indicators,EMA period 249,α_249,EMA smoothing factor,dimensionless,E,0.008000,Definition α = 2/(249+1),Default; tunable
Technical Indicators,EMA period 250,α_250,EMA smoothing factor,dimensionless,E,0.007968,Definition α = 2/(250+1),Default; tunable
Technical Indicators,EMA period 251,α_251,EMA smoothing factor,dimensionless,E,0.007937,Definition α = 2/(251+1),Default; tunable
Technical Indicators,EMA period 252,α_252,EMA smoothing factor,dimensionless,E,0.007905,Definition α = 2/(252+1),Default; tunable
Technical Indicators,EMA period 253,α_253,EMA smoothing factor,dimensionless,E,0.007874,Definition α = 2/(253+1),Default; tunable
Technical Indicators,EMA period 254,α_254,EMA smoothing factor,dimensionless,E,0.007843,Definition α = 2/(254+1),Default; tunable
Technical Indicators,EMA period 255,α_255,EMA smoothing factor,dimensionless,E,0.007813,Definition α = 2/(255+1),Default; tunable
Technical Indicators,EMA period 256,α_256,EMA smoothing factor,dimensionless,E,0.007782,Definition α = 2/(256+1),Default; tunable
Technical Indicators,EMA period 257,α_257,EMA smoothing factor,dimensionless,E,0.007752,Definition α = 2/(257+1),Default; tunable
Technical Indicators,EMA period 258,α_258,EMA smoothing factor,dimensionless,E,0.007722,Definition α = 2/(258+1),Default; tunable
Technical Indicators,EMA period 259,α_259,EMA smoothing factor,dimensionless,E,0.007692,Definition α = 2/(259+1),Default; tunable
Technical Indicators,EMA period 260,α_260,EMA smoothing factor,dimensionless,E,0.007663,Definition α = 2/(260+1),Default; tunable
Technical Indicators,EMA period 261,α_261,EMA smoothing factor,dimensionless,E,0.007634,Definition α = 2/(261+1),Default; tunable
Technical Indicators,EMA period 262,α_262,EMA smoothing factor,dimensionless,E,0.007605,Definition α = 2/(262+1),Default; tunable
Technical Indicators,EMA period 263,α_263,EMA smoothing factor,dimensionless,E,0.007576,Definition α = 2/(263+1),Default; tunable
Technical Indicators,EMA period 264,α_264,EMA smoothing factor,dimensionless,E,0.007547,Definition α = 2/(264+1),Default; tunable
Technical Indicators,EMA period 265,α_265,EMA smoothing factor,dimensionless,E,0.007519,Definition α = 2/(265+1),Default; tunable
Technical Indicators,EMA period 266,α_266,EMA smoothing factor,dimensionless,E,0.007491,Definition α = 2/(266+1),Default; tunable
Technical Indicators,EMA period 267,α_267,EMA smoothing factor,dimensionless,E,0.007463,Definition α = 2/(267+1),Default; tunable
Technical Indicators,EMA period 268,α_268,EMA smoothing factor,dimensionless,E,0.007435,Definition α = 2/(268+1),Default; tunable
Technical Indicators,EMA period 269,α_269,EMA smoothing factor,dimensionless,E,0.007407,Definition α = 2/(269+1),Default; tunable
Technical Indicators,EMA period 270,α_270,EMA smoothing factor,dimensionless,E,0.007380,Definition α = 2/(270+1),Default; tunable
Technical Indicators,EMA period 271,α_271,EMA smoothing factor,dimensionless,E,0.007353,Definition α = 2/(271+1),Default; tunable
Technical Indicators,EMA period 272,α_272,EMA smoothing factor,dimensionless,E,0.007326,Definition α = 2/(272+1),Default; tunable
Technical Indicators,EMA period 273,α_273,EMA smoothing factor,dimensionless,E,0.007299,Definition α = 2/(273+1),Default; tunable
Technical Indicators,EMA period 274,α_274,EMA smoothing factor,dimensionless,E,0.007273,Definition α = 2/(274+1),Default; tunable
Technical Indicators,EMA period 275,α_275,EMA smoothing factor,dimensionless,E,0.007246,Definition α = 2/(275+1),Default; tunable
Technical Indicators,EMA period 276,α_276,EMA smoothing factor,dimensionless,E,0.007220,Definition α = 2/(276+1),Default; tunable
Technical Indicators,EMA period 277,α_277,EMA smoothing factor,dimensionless,E,0.007194,Definition α = 2/(277+1),Default; tunable
Technical Indicators,EMA period 278,α_278,EMA smoothing factor,dimensionless,E,0.007168,Definition α = 2/(278+1),Default; tunable
Technical Indicators,EMA period 279,α_279,EMA smoothing factor,dimensionless,E,0.007143,Definition α = 2/(279+1),Default; tunable
Technical Indicators,EMA period 280,α_280,EMA smoothing factor,dimensionless,E,0.007117,Definition α = 2/(280+1),Default; tunable
Technical Indicators,EMA period 281,α_281,EMA smoothing factor,dimensionless,E,0.007092,Definition α = 2/(281+1),Default; tunable
Technical Indicators,EMA period 282,α_282,EMA smoothing factor,dimensionless,E,0.007067,Definition α = 2/(282+1),Default; tunable
Technical Indicators,EMA period 283,α_283,EMA smoothing factor,dimensionless,E,0.007042,Definition α = 2/(283+1),Default; tunable
Technical Indicators,EMA period 284,α_284,EMA smoothing factor,dimensionless,E,0.007018,Definition α = 2/(284+1),Default; tunable
Technical Indicators,EMA period 285,α_285,EMA smoothing factor,dimensionless,E,0.006993,Definition α = 2/(285+1),Default; tunable
Technical Indicators,EMA period 286,α_286,EMA smoothing factor,dimensionless,E,0.006969,Definition α = 2/(286+1),Default; tunable
Technical Indicators,EMA period 287,α_287,EMA smoothing factor,dimensionless,E,0.006944,Definition α = 2/(287+1),Default; tunable
Technical Indicators,EMA period 288,α_288,EMA smoothing factor,dimensionless,E,0.006920,Definition α = 2/(288+1),Default; tunable
Technical Indicators,EMA period 289,α_289,EMA smoothing factor,dimensionless,E,0.006897,Definition α = 2/(289+1),Default; tunable
Technical Indicators,EMA period 290,α_290,EMA smoothing factor,dimensionless,E,0.006873,Definition α = 2/(290+1),Default; tunable
Technical Indicators,EMA period 291,α_291,EMA smoothing factor,dimensionless,E,0.006849,Definition α = 2/(291+1),Default; tunable
Technical Indicators,EMA period 292,α_292,EMA smoothing factor,dimensionless,E,0.006826,Definition α = 2/(292+1),Default; tunable
Technical Indicators,EMA period 293,α_293,EMA smoothing factor,dimensionless,E,0.006803,Definition α = 2/(293+1),Default; tunable
Technical Indicators,EMA period 294,α_294,EMA smoothing factor,dimensionless,E,0.006780,Definition α = 2/(294+1),Default; tunable
Technical Indicators,EMA period 295,α_295,EMA smoothing factor,dimensionless,E,0.006757,Definition α = 2/(295+1),Default; tunable
Technical Indicators,EMA period 296,α_296,EMA smoothing factor,dimensionless,E,0.006734,Definition α = 2/(296+1),Default; tunable
Technical Indicators,EMA period 297,α_297,EMA smoothing factor,dimensionless,E,0.006711,Definition α = 2/(297+1),Default; tunable
Technical Indicators,EMA period 298,α_298,EMA smoothing factor,dimensionless,E,0.006689,Definition α = 2/(298+1),Default; tunable
Technical Indicators,EMA period 299,α_299,EMA smoothing factor,dimensionless,E,0.006667,Definition α = 2/(299+1),Default; tunable
Technical Indicators,EMA period 300,α_300,EMA smoothing factor,dimensionless,E,0.006645,Definition α = 2/(300+1),Default; tunable
Technical Indicators,EMA period 301,α_301,EMA smoothing factor,dimensionless,E,0.006623,Definition α = 2/(301+1),Default; tunable
Technical Indicators,EMA period 302,α_302,EMA smoothing factor,dimensionless,E,0.006601,Definition α = 2/(302+1),Default; tunable
Technical Indicators,EMA period 303,α_303,EMA smoothing factor,dimensionless,E,0.006579,Definition α = 2/(303+1),Default; tunable
Technical Indicators,EMA period 304,α_304,EMA smoothing factor,dimensionless,E,0.006557,Definition α = 2/(304+1),Default; tunable
Technical Indicators,EMA period 305,α_305,EMA smoothing factor,dimensionless,E,0.006536,Definition α = 2/(305+1),Default; tunable
Technical Indicators,EMA period 306,α_306,EMA smoothing factor,dimensionless,E,0.006515,Definition α = 2/(306+1),Default; tunable
Technical Indicators,EMA period 307,α_307,EMA smoothing factor,dimensionless,E,0.006494,Definition α = 2/(307+1),Default; tunable
Technical Indicators,EMA period 308,α_308,EMA smoothing factor,dimensionless,E,0.006472,Definition α = 2/(308+1),Default; tunable
Technical Indicators,EMA period 309,α_309,EMA smoothing factor,dimensionless,E,0.006452,Definition α = 2/(309+1),Default; tunable
Technical Indicators,EMA period 310,α_310,EMA smoothing factor,dimensionless,E,0.006431,Definition α = 2/(310+1),Default; tunable
Technical Indicators,EMA period 311,α_311,EMA smoothing factor,dimensionless,E,0.006410,Definition α = 2/(311+1),Default; tunable
Technical Indicators,EMA period 312,α_312,EMA smoothing factor,dimensionless,E,0.006390,Definition α = 2/(312+1),Default; tunable
Technical Indicators,EMA period 313,α_313,EMA smoothing factor,dimensionless,E,0.006369,Definition α = 2/(313+1),Default; tunable
Technical Indicators,EMA period 314,α_314,EMA smoothing factor,dimensionless,E,0.006349,Definition α = 2/(314+1),Default; tunable
Technical Indicators,EMA period 315,α_315,EMA smoothing factor,dimensionless,E,0.006329,Definition α = 2/(315+1),Default; tunable
Technical Indicators,EMA period 316,α_316,EMA smoothing factor,dimensionless,E,0.006309,Definition α = 2/(316+1),Default; tunable
Technical Indicators,EMA period 317,α_317,EMA smoothing factor,dimensionless,E,0.006289,Definition α = 2/(317+1),Default; tunable
Technical Indicators,EMA period 318,α_318,EMA smoothing factor,dimensionless,E,0.006270,Definition α = 2/(318+1),Default; tunable
Technical Indicators,EMA period 319,α_319,EMA smoothing factor,dimensionless,E,0.006250,Definition α = 2/(319+1),Default; tunable
Technical Indicators,EMA period 320,α_320,EMA smoothing factor,dimensionless,E,0.006231,Definition α = 2/(320+1),Default; tunable
Technical Indicators,EMA period 321,α_321,EMA smoothing factor,dimensionless,E,0.006211,Definition α = 2/(321+1),Default; tunable
Technical Indicators,EMA period 322,α_322,EMA smoothing factor,dimensionless,E,0.006192,Definition α = 2/(322+1),Default; tunable
Technical Indicators,EMA period 323,α_323,EMA smoothing factor,dimensionless,E,0.006173,Definition α = 2/(323+1),Default; tunable
Technical Indicators,EMA period 324,α_324,EMA smoothing factor,dimensionless,E,0.006154,Definition α = 2/(324+1),Default; tunable
Technical Indicators,EMA period 325,α_325,EMA smoothing factor,dimensionless,E,0.006135,Definition α = 2/(325+1),Default; tunable
Technical Indicators,EMA period 326,α_326,EMA smoothing factor,dimensionless,E,0.006116,Definition α = 2/(326+1),Default; tunable
Technical Indicators,EMA period 327,α_327,EMA smoothing factor,dimensionless,E,0.006098,Definition α = 2/(327+1),Default; tunable
Technical Indicators,EMA period 328,α_328,EMA smoothing factor,dimensionless,E,0.006079,Definition α = 2/(328+1),Default; tunable
Technical Indicators,EMA period 329,α_329,EMA smoothing factor,dimensionless,E,0.006061,Definition α = 2/(329+1),Default; tunable
Technical Indicators,EMA period 330,α_330,EMA smoothing factor,dimensionless,E,0.006042,Definition α = 2/(330+1),Default; tunable
Technical Indicators,EMA period 331,α_331,EMA smoothing factor,dimensionless,E,0.006024,Definition α = 2/(331+1),Default; tunable
Technical Indicators,EMA period 332,α_332,EMA smoothing factor,dimensionless,E,0.006006,Definition α = 2/(332+1),Default; tunable
Technical Indicators,EMA period 333,α_333,EMA smoothing factor,dimensionless,E,0.005988,Definition α = 2/(333+1),Default; tunable
Technical Indicators,EMA period 334,α_334,EMA smoothing factor,dimensionless,E,0.005970,Definition α = 2/(334+1),Default; tunable
Technical Indicators,EMA period 335,α_335,EMA smoothing factor,dimensionless,E,0.005952,Definition α = 2/(335+1),Default; tunable
Technical Indicators,EMA period 336,α_336,EMA smoothing factor,dimensionless,E,0.005935,Definition α = 2/(336+1),Default; tunable
Technical Indicators,EMA period 337,α_337,EMA smoothing factor,dimensionless,E,0.005917,Definition α = 2/(337+1),Default; tunable
Technical Indicators,EMA period 338,α_338,EMA smoothing factor,dimensionless,E,0.005900,Definition α = 2/(338+1),Default; tunable
Technical Indicators,EMA period 339,α_339,EMA smoothing factor,dimensionless,E,0.005882,Definition α = 2/(339+1),Default; tunable
Technical Indicators,EMA period 340,α_340,EMA smoothing factor,dimensionless,E,0.005865,Definition α = 2/(340+1),Default; tunable
Technical Indicators,EMA period 341,α_341,EMA smoothing factor,dimensionless,E,0.005848,Definition α = 2/(341+1),Default; tunable
Technical Indicators,EMA period 342,α_342,EMA smoothing factor,dimensionless,E,0.005831,Definition α = 2/(342+1),Default; tunable
Technical Indicators,EMA period 343,α_343,EMA smoothing factor,dimensionless,E,0.005814,Definition α = 2/(343+1),Default; tunable
Technical Indicators,EMA period 344,α_344,EMA smoothing factor,dimensionless,E,0.005797,Definition α = 2/(344+1),Default; tunable
Technical Indicators,EMA period 345,α_345,EMA smoothing factor,dimensionless,E,0.005780,Definition α = 2/(345+1),Default; tunable
